Business_Name,Business_URL,Business_Avg_Monthly_Sales,Business_Avg_Net_Revenue,Business_Sub_Start_Date,Business_Sub_End_Date,Subscription_Name,Subscription_Order_Max,Subscription_Monthly_Price,Subscription_Yearly_Price,Order_Total,Order_Subtotal,Order_Tax,Order_Shipping_Amount_Paid,Order_Shipping_Cost,Order_Product_Cost,Order_Total_Refund,Order_Creation_Date,Order_Fulfilled_Date,Order_Cancellation_Date,Order_Financial_Status,Order_Discount_Amount,Order_Discount_Code,Order_Country,Order_State,Order_Zip,Order_Address1,Order_Address2,Order_Billing_Country,Order_Billing_State,Order_Billing_Zip,Order_Billing_Address1,Order_Billing_Address2,Lineitem_Title,Lineitem_Sku,Lineitem_Gross_Revenue,Lineitem_Net_Revenue,Lineitem_Discount_Amount,Lineitem_Quantity,Linetem_Tax,Lineitem_Cost,Customer_Name,Customer_Email,Customer_Phone,Customer_First_Order_Date,Customer_Last_Order_Date,Customer_AVG_LTV,Customer_Address1,Customer_Address2,Product_Title,Product_Amount,Product_Cost,Product_Description,Product_Sku
Smith-Ortiz,http://www.larsen-young.com/,262175.0191769012,205674.41584528366,2023-03-23 00:00:00,2024-03-06 00:00:00,Standard,355,34,408,143.21682915233973,141.98309190513842,28.28954144508601,8.218054161959426,4.539453324807777,12.794278081066441,1.4235782308130585,2021-01-08 00:00:00,2021-01-12 00:00:00,2021-01-17 00:00:00,Paid,1.8195827608898996,media,UG,New Mexico,18047,00724 Campbell Trace Suite 679,Suite 055,EC,Arkansas,04400,59877 Suzanne Common Suite 470,Apt. 086,agency,present,70.167551435863,68.69119700969816,8.742843222248789,3,3.6159452192825503,22.769266747087713,David Mclaughlin,nathan98@example.org,+1-493-683-4753x41694,2022-07-30 00:00:00,2023-04-05 00:00:00,1245.0762960177678,58770 Stephanie Mountain Apt. 844,Apt. 838,protect,152.67977251838278,21.983219585882292,Race country pull outside newspaper history arm past maintain.,person
"Dennis, Thompson and Mitchell",https://www.porter.biz/,983465.4118353038,609570.4187945342,2020-09-29 00:00:00,2021-08-05 00:00:00,Premium,147,28,336,14.0732529775031,7.535242450125544,21.681433661434262,19.244660587382786,1.7472945821188053,7.653523884903115,14.195189415996172,2020-07-04 00:00:00,2020-07-07 00:00:00,2020-07-09 00:00:00,Refunded,9.110581877337145,floor,EG,Maine,82133,0218 Ronald Cliffs,Suite 647,AU,Arkansas,19614,43089 Samantha Lane Apt. 549,Suite 769,relationship,girl,252.87979072874833,248.53543244500833,0.1491978927253068,2,9.587209235190176,5.432966557397515,Shawn Cuevas,twilson@example.org,7804476803,2020-11-08 00:00:00,2021-01-26 00:00:00,883.3218204678884,86296 Elizabeth Mission Suite 510,Apt. 149,final,216.94268729295854,21.274263585084086,Everyone media camera since fill claim movement matter contain some.,way
Bailey-Stephens,http://www.guzman.net/,899822.355867531,640561.0342213749,2023-03-19 00:00:00,2023-09-11 00:00:00,Ultra,257,50,600,194.593036255549,190.41489893246583,25.39722246946463,8.589636980831008,1.334886682454643,6.325047731798971,14.255483808170615,2020-10-03 00:00:00,2020-10-10 00:00:00,2020-10-13 00:00:00,Pending,4.656147588677888,left,PE,Vermont,84485,5736 Harper Island Apt. 267,Apt. 999,KM,Wisconsin,21217,9937 Thomas Manor Suite 572,Suite 456,try,carry,188.02921695702778,179.70220623234005,8.762000289735207,3,8.463133049791121,16.53985009927075,Elizabeth Cooper,gmcintosh@example.net,001-822-593-7022x55748,2020-05-12 00:00:00,2020-11-07 00:00:00,1927.5386951746532,35510 Ford Drive,Apt. 649,huge,418.5416123242785,25.591307203505636,Culture southern especially brother trip return production actually decision voice a officer design.,others
Cooper PLC,http://www.anderson.biz/,313636.91357738705,620521.7276778308,2023-03-04 00:00:00,2024-02-16 00:00:00,Ultra,257,50,600,81.38681971295998,72.87303021932165,6.734365484221351,6.037409391503196,2.315358756823443,13.73593234366604,7.930083586016831,2021-06-20 00:00:00,2021-06-24 00:00:00,2021-06-24 00:00:00,Refunded,3.2601494041349843,eat,ER,Minnesota,18274,8162 Maria Manor,Suite 767,SK,Maryland,87592,8498 Cook Mount,Suite 010,old,goal,86.66872668032269,81.47967547362518,25.26097636016165,1,1.6825900992792975,22.64535314724176,Jason Baker,kelly44@example.com,(898)640-8174,2020-04-02 00:00:00,2020-08-07 00:00:00,761.9459885207675,8985 Simon Lodge Suite 363,Apt. 022,very,98.17252944604546,26.534538169453576,Of feeling experience simply just lot believe project.,story
Mcmahon-Johnson,http://www.braun.org/,53916.33019668373,794088.1274195438,2022-10-05 00:00:00,2023-02-28 00:00:00,Ultra,257,50,600,181.83817476336074,181.53070275876934,17.61937667441397,2.8234854422627342,1.7436894299419703,6.521093060477914,4.536821024074782,2021-07-10 00:00:00,2021-07-14 00:00:00,2021-07-22 00:00:00,Refunded,17.357373939852977,forward,RU,Arkansas,02775,827 Clayton Lights Suite 035,Suite 475,MZ,Rhode Island,06114,8287 Nelson Cape,Suite 207,kid,ready,20.945809675720085,20.43795428374211,25.994713734785776,4,2.644148160871671,13.300041334650036,Kelsey Bowman,christopherpowell@example.net,(922)701-2235x648,2023-04-09 00:00:00,2023-06-19 00:00:00,213.44844614102146,186 Ashley Fort Suite 278,Suite 616,him,123.11603555839318,27.883360216920288,Itself individual data space affect half necessary easy record.,watch
"Cummings, Velez and Strickland",https://www.miller.biz/,841363.0208361998,718929.3519976866,2023-05-20 00:00:00,2023-08-19 00:00:00,Standard,355,34,408,46.936693547165014,44.96185601264025,26.11311673024428,1.9706436464932997,2.944144412590393,10.132517072969383,13.825386882884976,2020-04-26 00:00:00,2020-04-28 00:00:00,2020-05-01 00:00:00,Refunded,5.098039393828728,information,AL,New York,78608,461 Dougherty Wells Apt. 824,Suite 385,TD,Tennessee,73139,641 Lee Square,Suite 559,record,series,89.04459229763923,88.03954035193279,15.984880867923078,4,7.532270789135239,18.36020800682264,George Haas,david20@example.com,464.824.4403x2632,2021-11-22 00:00:00,2022-04-13 00:00:00,439.5890416271031,693 Herrera Orchard,Apt. 174,whatever,285.6712906602303,23.273284005182806,Skin although quickly explain me only system too hundred gas couple young six.,maintain
Shannon Inc,https://www.griffin-benson.net/,401312.99380193074,584194.4541558614,2021-10-13 00:00:00,2022-05-13 00:00:00,Premium,147,28,336,128.49872337030888,121.51987669301958,28.549974990789337,19.486179623823116,0.28984169805811144,8.43583414354269,14.778427303990743,2021-08-08 00:00:00,2021-08-14 00:00:00,2021-08-16 00:00:00,Pending,1.9384066578770742,major,CO,Nevada,96993,7976 Thornton Extensions,Suite 327,TL,Oklahoma,63337,260 Erica Extension,Suite 112,ground,you,190.44009463635822,187.03252083612924,4.444114058355391,3,2.225110756812958,15.324424004771258,Cheryl Carney,judywalker@example.org,(267)382-8580x50032,2022-01-04 00:00:00,2022-05-12 00:00:00,862.5724234248628,571 Gerald Key,Suite 996,big,71.75145211957607,27.089845725629967,Technology property like plant possible would manager else but five address.,go
Rodriguez-Contreras,http://garza-pitts.com/,304732.62948334595,524626.1469442379,2022-11-16 00:00:00,2023-03-13 00:00:00,Premium,147,28,336,147.41117626117259,146.99878698407403,10.704329136741105,10.267163232734074,0.43852833582153083,12.86730499111258,16.12886998705864,2020-12-05 00:00:00,2020-12-12 00:00:00,2020-12-12 00:00:00,Paid,8.09867142289443,evidence,CL,South Carolina,65817,891 Cameron Cove,Suite 750,JP,New Hampshire,05585,497 Foster Estates Suite 616,Suite 035,commercial,dog,157.67806618769885,148.18112264107182,28.737485964996416,5,1.0617685574215896,7.0258404047189735,Jacob Ramsey,brandy77@example.org,(770)545-3060,2022-12-18 00:00:00,2022-12-28 00:00:00,1016.4793099887011,22287 King Camp,Apt. 389,data,319.6739021316111,16.009445349302297,Thus boy president option good certainly not remain we.,local
"Davis, Edwards and Carroll",https://www.johnson.net/,253791.19087080448,753875.5874426006,2020-05-17 00:00:00,2020-11-02 00:00:00,Premium,147,28,336,82.8071573787868,72.93400836592996,13.630197182005329,13.765581146549819,4.533450696201821,14.035945840439648,14.452967003813303,2020-11-14 00:00:00,2020-11-18 00:00:00,2020-11-15 00:00:00,Pending,1.2096229364076794,movement,ME,Utah,68776,714 Wang Fords Suite 615,Suite 983,TJ,Louisiana,06326,99049 Kimberly Fields Apt. 699,Suite 349,return,century,100.96408536268679,92.13797152062997,8.278743414253851,4,2.5593066868428824,12.886305549133965,Jose Martin,paul62@example.org,+1-314-503-2268x577,2023-01-20 00:00:00,2023-09-20 00:00:00,615.174318619769,165 Burgess Fords,Suite 955,detail,260.17063911146556,7.1378465089666285,Allow image nearly each hundred back sometimes.,set
Wilson-Vargas,https://www.sampson-smith.com/,538654.3252394844,396382.1395121155,2021-04-05 00:00:00,2021-12-03 00:00:00,Standard,355,34,408,136.20140217261564,129.37273257750462,27.246928787503464,16.79938257642376,0.9250486031455174,7.752778329160208,0.8827198876180065,2022-11-12 00:00:00,2022-11-16 00:00:00,2022-11-26 00:00:00,Paid,3.7376264634370227,guess,IT,Tennessee,06165,08190 Rice Inlet,Suite 445,BJ,Alaska,50394,9212 Jackson Groves,Apt. 038,dog,enough,136.29367902403337,135.7377822550821,4.70741915890446,4,6.055492244247551,20.65150941140504,Eric Lee,castillopamela@example.org,851-359-1052,2021-07-14 00:00:00,2021-12-20 00:00:00,178.03689015945665,279 Lauren Road,Suite 658,save,132.1599623808699,29.72892614319628,Enough provide cup area itself without ready candidate late.,gas
Ortega-Coleman,http://www.mason.com/,158416.45552248615,724472.9710828789,2022-09-02 00:00:00,2023-03-13 00:00:00,Ultra,257,50,600,102.42347310554884,99.60639822209188,6.939206133477892,7.1889410009316475,4.106414426189172,14.989883101812918,9.870032130233557,2023-04-07 00:00:00,2023-04-14 00:00:00,2023-04-08 00:00:00,Refunded,16.956978957855306,dog,BN,Arizona,47704,63501 Sanders Knolls,Suite 422,MM,Indiana,08358,2009 Stokes Throughway Suite 634,Apt. 092,major,maybe,297.38353243298764,292.3268841972776,29.878874815907956,4,8.877321609056311,22.81139597646937,Evan Hatfield,andrea56@example.com,8216727499,2022-07-15 00:00:00,2023-03-29 00:00:00,250.60735326625587,954 Travis Expressway,Apt. 638,young,463.6100296445585,5.103012883950984,Dark community conference successful out someone site network walk drug.,enough
Gordon-Hernandez,https://www.dickerson.com/,241005.42304835664,663872.0625580829,2021-02-09 00:00:00,2021-09-09 00:00:00,Ultra,257,50,600,156.81272544659038,147.4666723179777,4.872011679317633,10.79849799010475,3.770094645917407,10.726655908894527,8.835719775229066,2022-04-29 00:00:00,2022-05-02 00:00:00,2022-05-09 00:00:00,Paid,7.816244931212792,stage,TH,South Dakota,89530,8982 Osborn Inlet Apt. 157,Apt. 097,BY,Alabama,88862,03468 Laura Garden Apt. 593,Suite 746,choose,ability,201.73692845710931,198.08307045256296,20.75843724735627,3,2.1427360408863985,19.768587544765168,Kevin Medina,robert32@example.com,557.904.0601,2020-12-25 00:00:00,2021-02-18 00:00:00,920.8558498163455,522 William Junction Suite 067,Suite 629,attorney,130.5958122156681,27.225634035359462,Consider popular both ago at on financial especially onto soon our grow.,usually
Ramirez-Kent,https://henderson.com/,803391.3131088701,108585.62313885063,2021-05-09 00:00:00,2021-07-22 00:00:00,Ultra,257,50,600,62.55504681647912,59.95940276139507,13.7360096672874,15.020339700505883,3.056837135685673,5.2967617421340805,19.488983868552687,2020-12-15 00:00:00,2020-12-20 00:00:00,2020-12-18 00:00:00,Refunded,5.587129974109393,past,MX,Florida,50369,491 Michael Extension,Apt. 946,GQ,Maine,53735,23636 Laura Divide Apt. 015,Apt. 732,nearly,day,83.05793979084929,77.8288673110444,23.63216540245533,1,3.205505570312095,19.516012407496355,Roger Mills,brettpeterson@example.net,001-302-429-4920x008,2021-09-10 00:00:00,2022-04-30 00:00:00,959.8405726695885,2646 Stacey Via,Suite 707,nothing,398.5080399614511,18.93372624046477,Assume common drop free body their play whose beyond interview.,bag
"Rivera, Spencer and Thornton",http://www.taylor-soto.com/,199914.36849625115,606058.666720468,2023-07-21 00:00:00,2023-10-13 00:00:00,Premium,147,28,336,10.922896580022485,8.33570900710966,10.874358320762159,6.672081920711932,1.9889296993037342,12.48261873067143,3.8778593312548404,2022-07-05 00:00:00,2022-07-11 00:00:00,2022-07-06 00:00:00,Paid,5.3666431644605606,situation,LC,Washington,38038,96664 Cheryl Drive,Suite 001,GE,Georgia,44405,875 Christopher Mission,Apt. 674,feeling,discuss,109.5465882176153,105.6088578845918,15.648155015196167,2,8.461387039199211,7.803921803453396,Robert Flores,cthompson@example.net,938-636-5636x09920,2022-12-26 00:00:00,2023-01-10 00:00:00,1769.8229504879246,010 Holloway Glens Suite 191,Suite 688,my,301.95194348959944,24.591476281373957,Plant medical bar range require statement range imagine cover.,grow
Fernandez Ltd,https://www.hernandez.info/,70109.4625265508,481051.7597670433,2022-06-26 00:00:00,2023-03-23 00:00:00,Standard,355,34,408,46.35535026801537,39.898217635712136,5.653572075750265,14.473423926414997,2.7654773493230373,13.577150395178911,14.013382300844698,2021-05-22 00:00:00,2021-05-26 00:00:00,2021-05-29 00:00:00,Refunded,5.350338268022037,couple,KZ,Vermont,42420,80236 Peter Locks,Suite 245,SY,Washington,26859,16052 Carrillo Avenue,Suite 319,sort,up,209.81769470872328,204.57100009911528,8.81328189388171,4,5.4061694738625405,20.92702464411284,Linda Lindsey,jonathanglass@example.net,534-762-7565,2020-07-22 00:00:00,2020-10-26 00:00:00,470.0330564273331,65181 Heather Flats,Suite 024,probably,383.15778192785217,26.056372550938466,Teacher beat economy out want thank affect quality none skin hundred.,data
Carrillo-Barrett,http://skinner.com/,409659.20682828705,468754.0858268355,2021-12-01 00:00:00,2022-08-29 00:00:00,Premium,147,28,336,30.596132994839255,28.166526899215317,19.99631423974827,15.93203141414275,1.8471466017970002,6.404360261840822,13.650260015791577,2022-08-13 00:00:00,2022-08-17 00:00:00,2022-08-21 00:00:00,Paid,13.035119520835662,never,TJ,Arkansas,59175,7478 Sophia Trail Suite 886,Suite 788,ZA,North Dakota,01268,07938 Madison Glen,Apt. 271,indicate,into,136.39582388490265,126.50243456553875,17.23878854210336,4,4.700270256787904,7.9553126866609185,Kent Alvarado,pricealexis@example.org,583.658.1282x38682,2023-07-21 00:00:00,2023-12-09 00:00:00,568.3714346546743,06599 Zimmerman Harbor,Apt. 680,speak,76.32597154048645,23.542956232727526,Responsibility sport eye idea power cultural several.,case
Phillips-Briggs,https://www.gordon.info/,76314.12982490026,105774.0800199737,2020-05-06 00:00:00,2021-04-01 00:00:00,Standard,355,34,408,35.14722242903856,28.196467741052935,5.465956739177241,5.33982948264166,4.000909258023796,10.97191502811187,13.263062107757959,2020-07-19 00:00:00,2020-07-25 00:00:00,2020-07-20 00:00:00,Pending,19.45236773281508,sort,JP,Texas,01987,39071 Benjamin Ford Suite 671,Apt. 102,JO,Louisiana,10347,60494 Costa Port,Apt. 342,they,present,42.23854373929093,36.728153851484194,24.57974083664486,1,5.25285878929288,27.78291159172971,Corey Malone,rcampbell@example.org,5793965465,2022-11-13 00:00:00,2023-04-03 00:00:00,594.7801305267124,758 Richard Alley,Suite 661,fine,111.28756222516954,23.85673177782651,Maybe increase recent every point modern garden there indicate discuss.,him
Smith-Garcia,http://www.romero-brooks.com/,99028.46072920688,695040.6826469264,2020-07-11 00:00:00,2020-10-18 00:00:00,Standard,355,34,408,26.898202940855143,24.33475955432292,24.41102327639684,19.962909422589423,3.9243349980079545,14.670907469505627,16.26168002528681,2021-08-13 00:00:00,2021-08-19 00:00:00,2021-08-15 00:00:00,Paid,9.598493059026234,prevent,SB,Wisconsin,21280,0816 Sophia Extensions,Apt. 134,KZ,Missouri,05500,4431 Cortez Heights,Apt. 432,reflect,look,248.3769763603093,244.110498754652,6.076598015336944,4,7.589349463382035,11.271592377749297,Justin Johnson,ldouglas@example.net,+1-825-536-7136,2023-02-26 00:00:00,2023-05-28 00:00:00,860.2795252996083,4365 Mark Lodge,Apt. 979,still,92.96238917244295,29.40576950435126,Realize industry manage agree lose who.,term
Cox Ltd,http://www.thomas-daniels.net/,415443.14075091825,177093.2122011767,2023-07-16 00:00:00,2024-06-10 00:00:00,Premium,147,28,336,54.92609813243644,47.476537923005935,1.1586312973757773,12.690843905496083,3.6286254788403207,13.579453366831178,16.77449196157282,2022-09-05 00:00:00,2022-09-12 00:00:00,2022-09-12 00:00:00,Paid,10.032738162521206,create,NE,Idaho,73804,020 Joel Way,Suite 876,ES,Kansas,95788,79733 Norman Islands Suite 390,Suite 961,scientist,treatment,220.10803563826727,214.51761434068413,20.74667252889378,5,9.71762546449506,23.05813750296874,Patricia Rosario,ericmiller@example.com,001-678-454-9389x689,2021-04-06 00:00:00,2021-10-14 00:00:00,1995.1417219639509,03901 Stewart Streets Apt. 274,Apt. 420,nature,306.17333395014447,27.90828211939622,Else least situation before recognize four police reach visit threat property my responsibility.,any
